date,content,total_minutes
2024-10-02,安心安全な職場づくり研(大講堂)　1330-1530,150.0
2024-10-02,内科当直医師用カルテ説明手順作成(高林さん),90.0
2024-10-02,白内障術後デカドロン注射の学術支援　,40.0
2024-10-02,院外処方せんレイアウト変更の説明,20.0
2024-10-02,翌週の手術指示確認,20.0
2024-10-02,LDTappの定期アップデート準備,20.0
2024-10-02,眼科紹介状作成1件,20.0
2024-10-02,技術ブロクを読む,20.0
2024-10-02,トーリックIOL発注確認,10.0
2024-10-02,レターケース/OBC/メール確認,10.0
2024-10-02,バビースモ調査票の入力依頼(沖野さん)　19,10.0
2024-10-02,IOL強膜内固定用レンズ発注　ID217087,10.0
2024-10-02,安心安全な職場づくり研修の準備　目標チャレンジ活動の更新,10.0
2024-10-02,トーリックIOLカリキュレーターの取り込み,10.0
2024-10-02,翌日の予定確認と業務日報作成,10.0
2024-10-02,エアコンの電源を入れる　1155,5.0
2024-10-03,岩口先生のクラーク業務 900-1200,180.0
2024-10-03,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-10-03,レターケース/OBC/メール確認,10.0
2024-10-03,翌日の予定確認と業務日報作成,10.0
2024-10-03,仮想ブラウザの説明（吉村さん）,10.0
2024-10-03,エアコンの電源を入れる　1155,5.0
2024-10-03,朝の挨拶リストの確認,5.0
2024-10-04,院外処方せんレイアウト変更の説明,60.0
2024-10-04,LDTappの定期アップデート　データベース更新から　1410,40.0
2024-10-04,仮想ブラウザ関連の設定,30.0
2024-10-04,マイナ保険証の確認　同意　他の医療機関に添付してよいか　第三者提供(山本さん),30.0
2024-10-04,業務日報の相談(花崎さん),30.0
2024-10-04,YA60BBRかSN60AT発注確認（渡辺先生）,30.0
2024-10-04,処方ボタンの修正,20.0
2024-10-04,打ち合わせ　午前　植田さん,20.0
2024-10-04,技術ブロクを読む,20.0
2024-10-04,稲垣好美様　ID106208のGATグラフ作成(中山さん)　線を防ぐ方法,20.0
2024-10-04,YA60BBRの登録依頼(楯部長),10.0
2024-10-04,トーリックIOL発注確認,10.0
2024-10-04,生活習慣病計画書アプリにがん検診を追加、内科9診横相談室にインストール(平谷先生),10.0
2024-10-04,翌日の予定確認と業務日報作成,10.0
2024-10-04,PTK後眼内レンズ計算　ID212424,10.0
2024-10-04,レターケース/OBC/メール確認,10.0
2024-10-04,エアコンの電源を入れる　1155,5.0
2024-10-05,YA60BBRのレンズ情報配信,30.0
2024-10-05,医療秘書課業務日報の相談とインフルエンザ予防接種の依頼(白岡副主任),20.0
2024-10-05,医療秘書課業務日報の整理,20.0
2024-10-05,臨床調査個人票更新マニュアル 手帳所持状況を追加して案内,20.0
2024-10-05,眼科紹介状確認2通,20.0
2024-10-05,感染対策室への問い合わせ,10.0
2024-10-05,真生会システムからのパピルスへのログイン設定依頼(情報室),10.0
2024-10-05,稲垣好美様　ID106208のGATグラフ作成(中山さん)　原本再作成,10.0
2024-10-05,LDTappのアップデート確認(わかばカンファレンス室),10.0
2024-10-05,翌週の予定確認　1150,10.0
2024-10-05,先発品しかない場合は一般名処方は行わない(岩口先生)　眼軟膏など,10.0
2024-10-05,今週の振り返り　1140,10.0
2024-10-05,YA60BBRの登録依頼(福留副科長),10.0
2024-10-05,レターケース/OBC/メール確認,10.0
2024-10-05,エアコンの電源を入れる　1155,5.0
2024-10-05,朝の挨拶リストの確認,5.0
2024-10-07,白内障術後デカドロン注射の学術支援　,190.0
2024-10-07,トーリックIOL発注確認,30.0
2024-10-07,生成AIのPoC,30.0
2024-10-07,YA-60BBRの発注　ID217047,20.0
2024-10-07,ワクチン接種介助の確認（植田さん）　10/10岩口先生クラーク、10/11内勤の依頼,10.0
2024-10-07,人事評価の質問（植田センター長）,10.0
2024-10-07,打ち合わせ　午前　荒木さん　午後　中山さん/松島さん,10.0
2024-10-07,翌日の予定確認,10.0
2024-10-07,トーリックIOL計算の相談（山本さん）,10.0
2024-10-07,10/11午前橋本副院長クラークの依頼（花崎さん）,10.0
2024-10-07,リーダー研修のアンケート回答,10.0
2024-10-07,レターケース/OBC/メール確認,10.0
2024-10-07,感染対策室からの回答（中山さん）,10.0
2024-10-07,アイセンター外来診察介助一覧の差し替え,10.0
2024-10-07,多職種役割分担推進会議の日程調整(10/7～),10.0
2024-10-07,エアコンの電源を入れる　1155,5.0
2024-10-08,医療秘書課2024年四半期行動計画作成　,130.0
2024-10-08,多職種役割分担推進会議の日程調整(10/7～),10.0
2024-10-08,レターケース/OBC/メール確認,10.0
2024-10-08,トーリックIOL発注確認と物品補充　クイックル　付箋テープ,10.0
2024-10-08,翌日の予定確認,10.0
2024-10-08,パピルスログイン方法の案内（医療秘書課）,10.0
2024-10-08,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-10-08,エアコンの電源を入れる　1155,5.0
2024-10-08,朝の挨拶リストの確認,5.0
2024-10-09,医療秘書課2024年四半期行動計画作成　,160.0
2024-10-09,医療秘書課リーダー会合(あやめ病棟相談室) ,40.0
2024-10-09,打ち合わせ　午前　高宮さん/山本さん　午後　中野さん,30.0
2024-10-09,技術ブロクを読む,20.0
2024-10-09,医療秘書課リーダー会合の議事録作成,20.0
2024-10-09,翌週の手術指示確認,20.0
2024-10-09,医療秘書課リーダー会合の議題準備,20.0
2024-10-09,今後の業務の方向性の相談（植田センター長）　専門職と7等級,20.0
2024-10-09,杉山能子先生の予約枠作成（福留副科長),20.0
2024-10-09,レターケース/OBC/メール確認,10.0
2024-10-09,トーリックIOL発注確認,10.0
2024-10-09,翌日の予定確認,10.0
2024-10-09,エアコンの電源を入れる　1155,5.0
2024-10-10,医療秘書課2024年四半期行動計画作成　,130.0
2024-10-10,文化講座の会場準備の段取り,20.0
2024-10-10,翌日の予定確認,10.0
2024-10-10,多職種役割分担推進会議の日程調整(真鍋院長),10.0
2024-10-10,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-10-10,レターケース/OBC/メール確認,10.0
2024-10-10,医師事務作業補助研究会の口座資料確認,10.0
2024-10-10,10/11勤務変更の相談（沖野さん）,5.0
2024-10-10,アイセンターローコスト活動の提出(中野さん),5.0
2024-10-10,エアコンの電源を入れる　1155,5.0
2024-10-10,朝の挨拶リストの確認,5.0
2024-10-11,医療秘書課2024年四半期行動計画作成　,100.0
2024-10-11,臨床研究データの整理(鈴木先生),90.0
2024-10-11,10/11会合の録画視聴　1630,40.0
2024-10-11,DX推進の相談(佐々木先生),30.0
2024-10-11,全体朝礼　830-840　終了後PHSの電源を入れる,20.0
2024-10-11,技術ブロクを読む,20.0
2024-10-11,打ち合わせ　午前　植田さん,10.0
2024-10-11,翌日の予定確認,10.0
2024-10-11,ID216933のオペ録確認(沖野さん),10.0
2024-10-11,日本医師事務作業補助者協会の口座資料の問い合わせ 午後,10.0
2024-10-11,10月21日からの勤務表の連絡(アイセンター医療秘書課) 午後,10.0
2024-10-11,多職種役割分担推進会議の日程調整(全体),10.0
2024-10-11,レターケース/OBC/メール確認,10.0
2024-10-11,トーリックIOL発注確認,10.0
2024-10-11,エアコンの電源を入れる　1155,5.0
2024-10-11,全体朝礼の配信　1130,5.0
2024-10-12,医療秘書課2024年四半期行動計画作成　,100.0
2024-10-12,橋本副院長クラーク業務,20.0
2024-10-12,翌週の予定確認　1150,10.0
2024-10-12,鈴木先生臨床研究の問い合わせ返信,10.0
2024-10-12,今週の振り返り　1140,10.0
2024-10-12,生駒先生予約枠の修正,10.0
2024-10-12,レターケース/OBC/メール確認,10.0
2024-10-12,バビースモ市販後調査の相談(沖野さん),10.0
2024-10-12,オペ録作成の説明(中山さん),10.0
2024-10-12,10月21日からの勤務表の連絡(アイセンター医療秘書課),10.0
2024-10-12,入院手術登録　ID216103,10.0
2024-10-12,眼科紹介状確認 1通,10.0
2024-10-12,エアコンの電源を入れる　1155,5.0
2024-10-12,朝の挨拶リストの確認,5.0
2024-10-14,ACD画像の報告(鈴木先生),30.0
2024-10-14,書籍の配布,30.0
2024-10-14,インシデント対策の準備,30.0
2024-10-14,アイセンターインフルエンザ予防接種の段取り,20.0
2024-10-14,翌日の予定確認,10.0
2024-10-14,レターケース/OBC/メール確認,10.0
2024-10-14,眼科入院手術登録1件　ID149529,10.0
2024-10-14,ロックアルファスタディの確認1件　ID35378,10.0
2024-10-14,翌月のアイセンター外来診察介助一覧の差し替え,10.0
2024-10-14,書籍のお礼状下書き　1100,10.0
2024-10-14,トーリックIOL発注確認,10.0
2024-10-14,エアコンの電源を入れる　1155,5.0
2024-10-15,医療秘書課2024年四半期行動計画作成　,70.0
2024-10-15,日本医師事務作業補助者協会の口座資料の送付の案内メール,30.0
2024-10-15,ロックアルファスタディの質問(事務局),20.0
2024-10-15,斜視パスの見直し,20.0
2024-10-15,翌日の予定確認,10.0
2024-10-15,インターネット接続の確認(職員図書室)　事務系以外(佐野さん),10.0
2024-10-15,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-10-15,書籍の配布の説明(高宮さん)(中野さん),10.0
2024-10-15,レターケース/OBC/メール確認,10.0
2024-10-15,エアコンの電源を入れる　1155,5.0
2024-10-15,朝の挨拶リストの確認,5.0
2024-10-16,医療秘書課2024年四半期行動計画作成　,70.0
2024-10-16,医療安全委員会(大会議室)　1600-1645,50.0
2024-10-16,障害年金診断書の相談(山本さん),30.0
2024-10-16,打ち合わせ　午前　高宮さん/山本さん　午後　中野さん,30.0
2024-10-16,翌週の手術指示確認,20.0
2024-10-16,仮想ブラウザ活用方法の検討,20.0
2024-10-16,LSAIK後IOL度数計算　緊急手術,20.0
2024-10-16,医療秘書課朝礼　835-845 終了後PHSの電源を入れる,20.0
2024-10-16,技術ブロクを読む,20.0
2024-10-16,翌日の予定確認,10.0
2024-10-16,眼内レンズ発注　ID217693,10.0
2024-10-16,レターケース/OBC/メール確認,10.0
2024-10-16,ロックアルファスタディの質問(事務局),10.0
2024-10-16,ロックアルファスタディの説明(山本さん)　有害事象に書く,10.0
2024-10-16,書籍の配布の説明(荒木さん)(花崎さん),10.0
2024-10-16,トーリックIOL発注確認,10.0
2024-10-16,医療安全委員会の発表方法確認(白岡副主任),10.0
2024-10-16,斜視パスの更新案内,10.0
2024-10-16,エアコンの電源を入れる　1155,5.0
2024-10-17,医療秘書課2024年四半期行動計画作成　,70.0
2024-10-17,翌月のアイセンター外来診察介助一覧の配信準備,20.0
2024-10-17,眼科紹介状下書き確認1件,20.0
2024-10-17,YA60BBRの発注確認(植田センター長)　ID15857,10.0
2024-10-17,レターケース/OBC/メール確認,10.0
2024-10-17,田中先生休診対応,10.0
2024-10-17,オーダーシートに記載されない項目のオーダ漏れ対策 診療情報提供料など(荒木さん),10.0
2024-10-17,翌日の予定確認,10.0
2024-10-17,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-10-17,令和6年度第1回院内感染対策講習会の名簿作成依頼(白岡副主任),10.0
2024-10-17,11/22インフルエンザ予防接種の確認(芳村先生),10.0
2024-10-17,朝の挨拶リストの確認,5.0
2024-10-17,エアコンの電源を入れる　1155,5.0
2024-10-18,医療秘書課2024年四半期行動計画作成　,100.0
2024-10-18,SAE報告書の作成　ID35378,60.0
2024-10-18,PTK眼科申し送り書の修正,30.0
2024-10-18,全体朝礼　830-840　終了後PHSの電源を入れる,20.0
2024-10-18,在宅自己注射指導管理料のボタン作成(川西副主任)(gganka)　よねざわしゅうじ様,20.0
2024-10-18,日本医師事務作業補助者協会の口座資料の送付　1130,20.0
2024-10-18,技術ブロクを読む,20.0
2024-10-18,翌日の予定確認,10.0
2024-10-18,翌月のアイセンター外来診察介助一覧の確認と配信,10.0
2024-10-18,翌月のアイセンター外来診察介助一覧の確認（沖野さん）,10.0
2024-10-18,トーリックIOL発注確認,10.0
2024-10-18,エクセル統計の支出伺い確認(佐野さん),10.0
2024-10-18,レターケース/OBC/メール確認,10.0
2024-10-18,MMCニードリングボタンの修正,10.0
2024-10-18,生成AIアンケート回答,10.0
2024-10-18,LASIK後IOL度数計算　ID53788(沖野さん)　11/1と11/8,10.0
2024-10-18,打ち合わせ　午前　植田さん,10.0
2024-10-18,眼科即入対応の相談（山本さん）,10.0
2024-10-18,全体朝礼の配信　1130,5.0
2024-10-18,エアコンの電源を入れる　1155,5.0
2024-10-19,医療秘書課2024年四半期行動計画作成　,70.0
2024-10-19,訪問看護指示書の病名コードが反映されないトラブルの対応,40.0
2024-10-19,アイセンター外来幹部会合の議題準備,20.0
2024-10-19,MMCニードリングボタンの修正,10.0
2024-10-19,術式確認ID217733　1030,10.0
2024-10-19,翌週の予定確認　1150,10.0
2024-10-19,IMCアンケート　不正アクセス　動画は閲覧できず（花崎さん）,10.0
2024-10-19,レターケース/OBC/メール確認,10.0
2024-10-19,LDTPapp佐々木先生からの依頼の確認(大代さん),10.0
2024-10-19,今週の振り返り　1140,10.0
2024-10-19,朝の挨拶リストの確認,5.0
2024-10-19,エアコンの電源を入れる　1155,5.0
2024-10-21,医療秘書課2024年四半期行動計画作成　,100.0
2024-10-21,SAE報告書の作成　ID35378,90.0
2024-10-21,アイセンター外来幹部会合 1700-1730,40.0
2024-10-21,欠勤の対応,30.0
2024-10-21,日帰りIOL強膜内固定クリニカルパスの作成,20.0
2024-10-21,眼科入院手術登録 1件 ID164424 10/22,10.0
2024-10-21,翌日の予定確認,10.0
2024-10-21,PTK術後診察保護用コンタクト交換の運用確認(沖野さん)(視能訓練科）,10.0
2024-10-21,トーリックIOL発注確認,10.0
2024-10-21,手術指示確認ID217733　800,10.0
2024-10-21,アイセンター外来幹部会合の会場準備 1630,10.0
2024-10-21,翌月のアイセンター外来診察介助一覧の差し替え,10.0
2024-10-21,11/28岩口先生のクラーク依頼（花崎さん）　電話当番は岡本,10.0
2024-10-21,レターケース/OBC/メール確認,10.0
2024-10-21,エアコンの電源を入れる　1155,5.0
2024-10-22,医療秘書課2024年四半期行動計画作成　,100.0
2024-10-22,職員図書室カーテンクリーニングの対応,20.0
2024-10-22,最終返書ファイルが張り付かない確認（花崎さん）,10.0
2024-10-22,翌日の予定確認,10.0
2024-10-22,日帰りIOL強膜内固定クリニカルパスの作成,10.0
2024-10-22,生活習慣病計画書アプリのExcel修正　空欄を選ぶとフリーコメント反映,10.0
2024-10-22,日帰りIOL強膜内固定短期滞在基本料1の変更の連絡,10.0
2024-10-22,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-10-22,SAE報告書の説明（山本さん）,10.0
2024-10-22,レターケース/OBC/メール確認,10.0
2024-10-22,朝の挨拶リストの確認,5.0
2024-10-22,エアコンの電源を入れる　1155,5.0
2024-10-23,医療秘書課2024年四半期行動計画作成　,100.0
2024-10-23,10/28眼内レンズ発注の対応,60.0
2024-10-23,打ち合わせ　午前　高宮さん/山本さん　午後　中野さん,30.0
2024-10-23,IOL強膜内固定レンズ発注 ID216025 217356 200136,30.0
2024-10-23,生活習慣病計画書アプリのExcel修正　空欄を選ぶとフリーコメント反映（内科6診）　800,20.0
2024-10-23,佐々木先生生活習慣病計画書　2回目の準備白岡副主任）（大代さん）,20.0
2024-10-23,技術ブロクを読む,20.0
2024-10-23,眼科即入対応の説明,20.0
2024-10-23,翌週の手術指示確認,20.0
2024-10-23,翌日の予定確認,10.0
2024-10-23,プラノプロフェンのオーダーボタン修正（高宮さん）,10.0
2024-10-23,レターケース/OBC/メール確認,10.0
2024-10-23,荒木さんに土曜日のオペ録スキャンの説明 840,10.0
2024-10-23,最終返書ファイルが張り付かない確認（花崎さん）,10.0
2024-10-23,トーリックIOL発注確認,10.0
2024-10-23,生活習慣病計画書アプリのExcel修正　空欄を選ぶとフリーコメント反映(佐々木先生）,10.0
2024-10-23,エアコンの電源を入れる　1155,5.0
2024-10-24,2024年度第2回多職種役割分担推進会議の開催準備　,90.0
2024-10-24,医療秘書課2024年四半期行動計画作成　,40.0
2024-10-24,欠勤の相談（吉崎さん）,10.0
2024-10-24,先発品患者希望の対応（橋本副院長),10.0
2024-10-24,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-10-24,トーリックアイハンス発注の対応　ID200136,10.0
2024-10-24,インフルエンザワクチン接種の依頼(看護部),10.0
2024-10-24,レターケース/OBC/メール確認,10.0
2024-10-24,翌日の予定確認,10.0
2024-10-24,エアコンの電源を入れる　1155,5.0
2024-10-24,朝の挨拶リストの確認,5.0
2024-10-25,2024年度第2回多職種役割分担推進会議の開催準備　,160.0
2024-10-25,日帰りIOL強膜内固定の算定確認とオーダーボタン作成,90.0
2024-10-25,眼科即入対応,60.0
2024-10-25,アイセンター外来幹部会合の議事録作成,30.0
2024-10-25,渡辺先生のクラーク業務,30.0
2024-10-25,技術ブロクを読む,20.0
2024-10-25,慶弔金支出伺いの提出,10.0
2024-10-25,レターケース/OBC/メール確認,10.0
2024-10-25,体調を気遣う(松島さん),10.0
2024-10-25,トーリックIOL発注確認,10.0
2024-10-25,翌日の予定確認,10.0
2024-10-25,翌月のスケジュール登録と弁当注文,10.0
2024-10-25,エアコンの電源を入れる　1155,5.0
2024-10-28,2024年度第2回多職種役割分担推進会議の開催準備　,220.0
2024-10-28,日帰りIOL強膜内固定のオーダー修正　ID206720　ID191487(米澤さん)　1600,60.0
2024-10-28,日帰りIOL強膜内固定のパスとオーダー修正,20.0
2024-10-28,打ち合わせ　午前　荒木さん　午後　中山さん,10.0
2024-10-28,インフルエンザワクチン接種の手配(薬剤科)　午後,10.0
2024-10-28,翌日の予定確認,10.0
2024-10-28,翌月のスケジュール登録と弁当注文,10.0
2024-10-28,レターケース/OBC/メール確認,10.0
2024-10-28,翌月の業務記録作成,10.0
2024-10-28,眼科入院手術登録　ID206383,10.0
2024-10-28,トーリックIOL発注確認,10.0
2024-10-28,エアコンの電源を入れる　1155,5.0
2024-10-30,医療秘書課2024年四半期行動計画作成　,130.0
2024-10-30,トーリックIOL発注手順の更新,60.0
2024-10-30,眼科紹介状確認1件 ICL紹介先　沖野さんに確認,30.0
2024-10-30,打ち合わせ　午前　高宮さん/山本さん　午後　中野さん,30.0
2024-10-30,院内感染対策講習会の受講とアンケート回答　1700,20.0
2024-10-30,翌週の手術指示確認,20.0
2024-10-30,技術ブロクを読む,20.0
2024-10-30,ロックアルファスタディの封筒確認(植田センター長)(アイセンター医療秘書課),10.0
2024-10-30,レターケース/OBC/メール確認,10.0
2024-10-30,DSCL眼処置コストの確認（橋本副院長）,10.0
2024-10-30,トーリックIOL発注確認,10.0
2024-10-30,アイセンター忘年会の参加確認,10.0
2024-10-30,翌日の予定確認,10.0
2024-10-30,アイセンター外来幹部会合の議事録作成と配信,10.0
2024-10-30,エアコンの電源を入れる　1155,5.0
2024-10-31,トーリックIOL発注手順の更新,60.0
2024-10-31,DSCL眼処置コストの連絡（アイセンター医療秘書課）,30.0
2024-10-31,IOL強膜内固定のレンズ発注手順作成,20.0
2024-10-31,レターケース/OBC/メール確認,10.0
2024-10-31,見舞金の出金（経理課） 1130,10.0
2024-10-31,荒木さんの対応,10.0
2024-10-31,翌日の予定確認,10.0
2024-10-31,アイセンター忘年会の参加概数報告（植田センター長） 1130,10.0
2024-10-31,眼科紹介状確認1件,10.0
2024-10-31,生成AIアンケートの回答,10.0
2024-10-31,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-10-31,朝の挨拶リストの確認,5.0
2024-10-31,エアコンの電源を入れる　1155,5.0
2024-11-01,IOL強膜内固定のレンズ発注手順作成,90.0
2024-11-01,眼内レンズ発注手順の説明（高宮さん）　7診,50.0
2024-11-01,全体朝礼　830-840　終了後PHSの電源を入れる,20.0
2024-11-01,Hydrusの対応と連絡　gganka,20.0
2024-11-01,石田先生と鈴木先生の給与データ報告,20.0
2024-11-01,技術ブロクを読む,20.0
2024-11-01,LASIK後IOL度数計算の確認　ID92450　OA2000のケラトで計算,10.0
2024-11-01,LASIK・PTK術後眼内レンズ度数計算の運用確認(CO)(沖野さん),10.0
2024-11-01,前月のOBC内容確認,10.0
2024-11-01,体調を気遣う（中野さん）,10.0
2024-11-01,ロックアルファスタディの封筒は11/29（アイセンター医療秘書課）,10.0
2024-11-01,診療情報提供同意書の対応(中野さん),10.0
2024-11-01,眼内レンズ計算の相談(沖野さん),10.0
2024-11-01,見舞金を渡す（松島さん）,10.0
2024-11-01,ぶどう膜炎採血の病名確認（岩口先生）（中山さん）　ID69736,10.0
2024-11-01,OCRメモアプリの動作確認,10.0
2024-11-01,トーリックIOL発注確認,10.0
2024-11-01,生成AI資料の提供(佐々木先生),10.0
2024-11-01,打ち合わせ　午前　植田さん,10.0
2024-11-01,レターケース/OBC/メール確認,10.0
2024-11-01,翌日の予定確認,10.0
2024-11-01,全体朝礼の配信　1130,5.0
2024-11-01,エアコンの電源を入れる　1155,5.0
2024-11-02,岩口先生のクラーク業務 900-1200,180.0
2024-11-02,今週の振り返り　1140,10.0
2024-11-02,翌週の予定確認　1150,10.0
2024-11-02,レターケース/OBC/メール確認,10.0
2024-11-02,KANE式で計算する準備　ID71878,10.0
2024-11-02,アイセンター非常勤医師勤務記録の確認と提出,10.0
2024-11-02,朝の挨拶リストの確認,5.0
2024-11-02,エアコンの電源を入れる　1155,5.0
2024-11-04,白内障術後デカドロン注射の学術支援,130.0
2024-11-04,2024年度第2回多職種役割分担推進会議の開催準備,60.0
2024-11-04,打ち合わせ　午前　荒木さん　午後　中山さん,10.0
2024-11-04,トーリックIOL発注確認,10.0
2024-11-04,翌日の予定確認,10.0
2024-11-04,食事オーダー　ID149011　11/8,10.0
2024-11-04,レターケース/OBC/メール確認,10.0
2024-11-04,エアコンの電源を入れる　1155,5.0
2024-11-05,白内障術後デカドロン注射の学術支援,100.0
2024-11-05,第2回会議の議案 個別ヒアリング(楯部長)　小児検査室　1200,30.0
2024-11-05,第2回会議の議案 個別ヒアリング(加藤部長)　看護部管理室　1000,20.0
2024-11-05,目標チャレンジシートの更新,20.0
2024-11-05,ファイルステーションへのファイル転送エラー対応（情報室）　850,10.0
2024-11-05,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-11-05,レターケース/OBC/メール確認,10.0
2024-11-05,翌日の予定確認,10.0
2024-11-05,朝の挨拶リストの確認,5.0
2024-11-05,エアコンの電源を入れる　1155,5.0
2024-11-06,医療秘書課2024年四半期行動計画作成,100.0
2024-11-06,白内障術後デカドロン注射の学術支援,90.0
2024-11-06,打ち合わせ　午前　高宮さん/山本さん　午後　中野さん,30.0
2024-11-06,翌週の手術指示確認,20.0
2024-11-06,技術ブロクを読む,20.0
2024-11-06,臨床研究の打ち合わせ(楯部長)　1130,20.0
2024-11-06,レターケース/OBC/メール確認,10.0
2024-11-06,臨床研究データ入力の説明（沖野さん）,10.0
2024-11-06,発表スライド提出場所と期限の案内（加藤部長）（楯部長）,10.0
2024-11-06,特殊予約の変更(福留副科長),10.0
2024-11-06,臨床研究の打ち合わせ準備,10.0
2024-11-06,トーリックIOL発注確認,10.0
2024-11-06,翌日の予定確認,10.0
2024-11-06,アルバイトの確認（中野さん）,10.0
2024-11-06,トーリックIOLの切開位置の確認　Hydrus　(植田センター長),10.0
2024-11-06,OCRメモアプリの設定（職員図書室),10.0
2024-11-06,エアコンの電源を入れる　1155,5.0
2024-11-07,医療秘書課2024年四半期行動計画作成　,130.0
2024-11-07,レターケース/OBC/メール確認,10.0
2024-11-07,翌日の予定確認,10.0
2024-11-07,診断書の相談(花崎さん),10.0
2024-11-07,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-11-07,2025年瀧波先生予約枠設定,10.0
2024-11-07,エアコンの電源を入れる　1155,5.0
2024-11-07,朝の挨拶リストの確認,5.0
2024-11-08,医療秘書課2024年四半期行動計画作成　,130.0
2024-11-08,白内障術後デカドロン注射の学術支援,90.0
2024-11-08,臨床研究の相談（楯部長）,40.0
2024-11-08,IOL強膜内固定の病名確認(植田センター長)(沖野さん),30.0
2024-11-08,技術ブロクを読む,20.0
2024-11-08,文化講座の会場準備(大講堂) 1630,20.0
2024-11-08,レターケース/OBC/メール確認,10.0
2024-11-08,トーリックIOL発注確認,10.0
2024-11-08,打ち合わせ　午前　植田さん,10.0
2024-11-08,翌日の予定確認,10.0
2024-11-08,IOL強膜内固定の発注確認(高宮さん）,10.0
2024-11-08,エアコンの電源を入れる　1155,5.0
2024-11-09,白内障術後デカドロン注射の学術支援,130.0
2024-11-09,院内処方表示の対応確認(植田センター長)(花崎さん),20.0
2024-11-09,翌週の予定確認　1150,10.0
2024-11-09,今週の振り返り　1140,10.0
2024-11-09,レターケース/OBC/メール確認,10.0
2024-11-09,土田先生インフルエンザ予防接種の代金回収依頼（高宮さん）11/11　岩口先生（中山さん）11/22,10.0
2024-11-09,エアコンの電源を入れる　1155,5.0
2024-11-09,朝の挨拶リストの確認,5.0
2024-11-11,医療秘書課2024年四半期行動計画作成　,130.0
2024-11-11,医療秘書課リーダー会合(あやめ病棟相談室) 1500-1630,90.0
2024-11-11,眼科紹介状作成2通,40.0
2024-11-11,16診電子カルテの不具合修正(松島さん),20.0
2024-11-11,医療秘書課リーダー会合の議題準備,20.0
2024-11-11,医療秘書課リーダー会合の議事録作成,20.0
2024-11-11,打ち合わせ　午前　荒木さん　午後　中山さん,10.0
2024-11-11,翌日の予定確認,10.0
2024-11-11,土田先生インフルエンザ予防接種の代金回収（高宮さん）　1430,10.0
2024-11-11,インシデント対策の相談(摺崎副主任),10.0
2024-11-11,真生会富山病院倫理申請手続きの確認(鈴木先生),10.0
2024-11-11,トーリックIOL発注確認,10.0
2024-11-11,レターケース/OBC/メール確認,10.0
2024-11-11,橋本副院長のクラーク業務の相談(植田さん)(沖野さん),10.0
2024-11-11,エアコンの電源を入れる　1155,5.0
2024-11-11,アイセンター外来幹部会合の日程連絡,5.0
2024-11-11,医療秘書課朝礼の日程連絡,5.0
2024-11-12,医療秘書課2024年四半期行動計画作成　,70.0
2024-11-12,真生会富山病院倫理申請手続きの確認(鈴木先生),20.0
2024-11-12,食事オーダー　削除ではなく変更を使用する（アイセンター医療秘書課）,20.0
2024-11-12,眼科紹介状確認 2通,20.0
2024-11-12,橋本副院長保護用コンタクトレンズのオーダーシートを予約BOXに入れる運用の確認（楯部長）,20.0
2024-11-12,翌日の予定確認,10.0
2024-11-12,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-11-12,レターケース/OBC/メール確認,10.0
2024-11-12,朝の挨拶リストの確認,5.0
2024-11-12,エアコンの電源を入れる　1155,5.0
2024-11-13,医療秘書課2024年四半期行動計画作成　,130.0
2024-11-13,医療秘書課2024年四半期行動計画作成　午後,90.0
2024-11-13,打ち合わせ　午前　高宮さん/山本さん　午後　中野さん,30.0
2024-11-13,技術ブロクを読む,20.0
2024-11-13,平谷先生外来の状況確認（高林さん）,20.0
2024-11-13,翌週の手術指示確認,20.0
2024-11-13,アイセンター忘年会の参加報告（植田センター長）,10.0
2024-11-13,医療秘書課わかばカンファレンス室防災チェック,10.0
2024-11-13,翌日の予定確認,10.0
2024-11-13,PTK術後DSCLの流れの確認（山本さん）,10.0
2024-11-13,日帰り手術請求伝票の確認（中野さん）,10.0
2024-11-13,レターケース/OBC/メール確認,10.0
2024-11-13,体調を気遣う（沖野さん）,10.0
2024-11-13,トーリックIOL発注確認,10.0
2024-11-13,エアコンの電源を入れる　1155,5.0
2024-11-14,医療秘書課業務担当一覧の運用整備　,130.0
2024-11-14,ハイライトの検討,20.0
2024-11-14,食事オーダーの対応（中野さん）,10.0
2024-11-14,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-11-14,職員図書室電子カルテでExcelマクロを使えるようにする,10.0
2024-11-14,レターケース/OBC/メール確認,10.0
2024-11-14,翌日の予定確認,10.0
2024-11-14,橋本副院長保護用コンタクトレンズのオーダーシートを予約BOXに入れる運用の確認（沖野さん）,10.0
2024-11-14,朝の挨拶リストの確認,5.0
2024-11-14,エアコンの電源を入れる　1155,5.0
